date,Close,00XALCATM086NEST,00XALCBEM086NEST,00XALCCZM086NEST,Close_lag1,Close_lag2,Close_lag3,00XALCATM086NEST_lag1,00XALCATM086NEST_lag2,00XALCATM086NEST_lag3,00XALCBEM086NEST_lag1,00XALCBEM086NEST_lag2,00XALCBEM086NEST_lag3,00XALCCZM086NEST_lag1,00XALCCZM086NEST_lag2,00XALCCZM086NEST_lag3,target
2010-03-01,235.0,99.875,101.51,102.35,204.62,192.063,210.732,98.84,98.64,99.08,100.97,101.60333333333334,103.15,102.05,102.05,101.0,256.88
2010-04-01,261.09,100.065,105.12333333333332,102.75,235.0,204.62,192.063,99.875,98.84,98.64,101.51,100.97,101.60333333333334,102.35,102.05,102.05,251.53
2010-05-01,256.88,99.99,105.48,102.8,261.09,235.0,204.62,100.065,99.875,98.84,105.12333333333332,101.51,100.97,102.75,102.35,102.05,257.25
2010-06-01,251.53,99.99,105.49,102.85,256.88,261.09,235.0,99.99,100.065,99.875,105.48,105.12333333333332,101.51,102.8,102.75,102.35,243.1
2010-07-01,257.25,99.47,103.48,103.05,251.53,256.88,261.09,99.99,99.99,100.065,105.49,105.48,105.12333333333332,102.85,102.8,102.75,283.75
2010-08-01,243.1,99.735,105.69,102.8,257.25,251.53,256.88,99.47,99.99,99.99,103.48,105.49,105.48,103.05,102.85,102.8,300.98
2010-09-01,283.75,100.145,105.82,102.5,243.1,257.25,251.53,99.735,99.47,99.99,105.69,103.48,105.49,102.8,103.05,102.85,311.15
2010-10-01,300.98,100.52,105.97333333333334,102.3,283.75,243.1,257.25,100.145,99.735,99.47,105.82,105.69,103.48,102.5,102.8,103.05,322.56
2010-11-01,311.15,100.52,106.10666666666668,102.45,300.98,283.75,243.1,100.52,100.145,99.735,105.97333333333334,105.82,105.69,102.3,102.5,102.8,339.32
2010-12-01,322.56,101.235,103.56,103.05,311.15,300.98,283.75,100.52,100.52,100.145,106.10666666666668,105.97333333333334,105.82,102.45,102.3,102.5,353.21
2011-01-01,339.32,101.08,106.8825,103.8,322.56,311.15,300.98,101.235,100.52,100.52,103.56,106.10666666666668,105.97333333333334,103.05,102.45,102.3,348.5075
2011-02-01,353.21,101.88,109.4825,103.8,339.32,322.56,311.15,101.08,101.235,100.52,106.8825,103.56,106.10666666666668,103.8,103.05,102.45,350.13
2011-03-01,348.5075,103.16,109.9025,103.95,353.21,339.32,322.56,101.88,101.08,101.235,109.4825,106.8825,103.56,103.8,103.8,103.05,347.83
2011-04-01,350.13,103.79,110.24,104.25,348.5075,353.21,339.32,103.16,101.88,101.08,109.9025,109.4825,106.8825,103.95,103.8,103.8,335.67
2011-05-01,347.83,103.69,110.415,104.7,350.13,348.5075,353.21,103.79,103.16,101.88,110.24,109.9025,109.4825,104.25,103.95,103.8,390.48
2011-06-01,335.67,103.66,109.15,104.8,347.83,350.13,348.5075,103.69,103.79,103.16,110.415,110.24,109.9025,104.7,104.25,103.95,384.83
2011-07-01,390.48,103.25,109.3975,104.95,335.67,347.83,350.13,103.66,103.69,103.79,109.15,110.415,110.24,104.8,104.7,104.25,381.32
2011-08-01,384.83,103.43,111.105,104.8,390.48,335.67,347.83,103.25,103.66,103.69,109.3975,109.15,110.415,104.95,104.8,104.7,404.78
2011-09-01,381.32,104.08,106.145,104.6,384.83,390.48,335.67,103.43,103.25,103.66,111.105,109.3975,109.15,104.8,104.95,104.8,382.2
2011-10-01,404.78,104.32,111.2275,105.0,381.32,384.83,390.48,104.08,103.43,103.25,106.145,111.105,109.3975,104.6,104.8,104.95,405.0
2011-11-01,382.2,104.405,111.67,105.35,404.78,381.32,384.83,104.32,104.08,103.43,111.2275,106.145,111.105,105.0,104.6,104.8,456.48
2011-12-01,405.0,104.65,111.94,106.0,382.2,404.78,381.32,104.405,104.32,104.08,111.67,111.2275,106.145,105.35,105.0,104.6,542.44
2012-01-01,456.48,103.99,110.5175,107.9,405.0,382.2,404.78,104.65,104.405,104.32,111.94,111.67,111.2275,106.0,105.35,105.0,599.55
2012-02-01,542.44,104.545,111.61666666666667,108.2,456.48,405.0,382.2,103.99,104.65,104.405,110.5175,111.94,111.67,107.9,106.0,105.35,583.98
2012-03-01,599.55,105.88,111.76,108.5,542.44,456.48,405.0,104.545,103.99,104.65,111.61666666666667,110.5175,111.94,108.2,107.9,106.0,577.73
2012-04-01,583.98,106.2,113.46,108.6,599.55,542.44,456.48,105.88,104.545,103.99,111.76,111.61666666666667,110.5175,108.5,108.2,107.9,584.0
2012-05-01,577.73,109.37333333333332,113.3125,108.75,583.98,599.55,542.44,106.2,105.88,104.545,113.46,111.76,111.61666666666667,108.6,108.5,108.2,610.76
2012-06-01,584.0,105.96,113.13,108.85,577.73,583.98,599.55,109.37333333333332,106.2,105.88,113.3125,113.46,111.76,108.75,108.6,108.5,665.24
2012-07-01,610.76,108.77,111.5275,108.55,584.0,577.73,583.98,105.96,109.37333333333332,106.2,113.13,113.3125,113.46,108.85,108.75,108.6,667.105
2012-08-01,665.24,109.15,112.27666666666666,108.55,610.76,584.0,577.73,108.77,105.96,109.37333333333332,111.5275,113.13,113.3125,108.55,108.85,108.75,595.32
2012-09-01,667.105,107.03,113.8725,108.45,665.24,610.76,584.0,109.15,108.77,105.96,112.27666666666666,111.5275,113.13,108.55,108.55,108.85,585.28
2012-10-01,595.32,107.37,114.095,108.65,667.105,665.24,610.76,107.03,109.15,108.77,113.8725,112.27666666666666,111.5275,108.45,108.55,108.55,532.1729
2012-11-01,585.28,107.44,112.31666666666666,108.3,595.32,667.105,665.24,107.37,107.03,109.15,114.095,113.8725,112.27666666666666,108.65,108.45,108.55,455.49
2012-12-01,532.1729,107.725,114.16,108.4,585.28,595.32,667.105,107.44,107.37,107.03,112.31666666666666,114.095,113.8725,108.3,108.65,108.45,441.4
2013-01-01,455.49,106.985,110.29333333333334,109.7,532.1729,585.28,595.32,107.725,107.44,107.37,114.16,112.31666666666666,114.095,108.4,108.3,108.65,442.66
2013-02-01,441.4,107.37,114.7025,109.85,455.49,532.1729,585.28,106.985,107.725,107.44,110.29333333333334,114.16,112.31666666666666,109.7,108.4,108.3,442.78
2013-03-01,442.66,111.78666666666668,113.07333333333334,109.95,441.4,455.49,532.1729,107.37,106.985,107.725,114.7025,110.29333333333334,114.16,109.85,109.7,108.4,449.735
2013-04-01,442.78,111.76333333333334,112.87,110.05,442.66,441.4,455.49,111.78666666666668,107.37,106.985,113.07333333333334,114.7025,110.29333333333334,109.95,109.85,109.7,396.53
2013-05-01,449.735,111.92333333333332,112.74666666666668,109.75,442.78,442.66,441.4,111.76333333333334,111.78666666666668,107.37,112.87,113.07333333333334,114.7025,110.05,109.95,109.85,452.53
2013-06-01,396.53,108.26,114.735,110.3,449.735,442.78,442.66,111.92333333333332,111.76333333333334,111.78666666666668,112.74666666666668,112.87,113.07333333333334,109.75,110.05,109.95,487.216
2013-07-01,452.53,110.96999999999998,111.55333333333331,109.9,396.53,449.735,442.78,108.26,111.92333333333332,111.76333333333334,114.735,112.74666666666668,112.87,110.3,109.75,110.05,476.75
2013-08-01,487.216,107.8,113.33333333333331,109.65,452.53,396.53,449.735,110.96999999999998,108.26,111.92333333333332,111.55333333333331,114.735,112.74666666666668,109.9,110.3,109.75,522.702
2013-09-01,476.75,112.36333333333334,113.08666666666666,109.15,487.216,452.53,396.53,107.8,110.96999999999998,108.26,113.33333333333331,111.55333333333331,114.735,109.65,109.9,110.3,556.07
2013-10-01,522.702,112.34333333333332,112.94666666666669,109.2,476.75,487.216,452.53,112.36333333333334,107.8,110.96999999999998,113.08666666666666,113.33333333333331,111.55333333333331,109.15,109.65,109.9,561.02
2013-11-01,556.07,108.92,113.03333333333336,109.1,522.702,476.75,487.216,112.34333333333332,112.36333333333334,107.8,112.94666666666669,113.08666666666666,113.33333333333331,109.2,109.15,109.65,500.6
2013-12-01,561.02,109.775,113.57,109.75,556.07,522.702,476.75,108.92,112.34333333333332,112.36333333333334,113.03333333333336,112.94666666666669,113.08666666666666,109.1,109.2,109.15,526.24
2014-01-01,500.6,111.98333333333332,111.32333333333334,109.6,561.02,556.07,522.702,109.775,108.92,112.34333333333332,113.57,113.03333333333336,112.94666666666669,109.75,109.1,109.2,536.74
2014-02-01,526.24,108.875,113.85333333333334,109.7,500.6,561.02,556.07,111.98333333333332,109.775,108.92,111.32333333333334,113.57,113.03333333333336,109.6,109.75,109.1,590.09
2014-03-01,536.74,113.28333333333336,110.365,109.75,526.24,500.6,561.02,108.875,111.98333333333332,109.775,113.85333333333334,111.32333333333334,113.57,109.7,109.6,109.75,633.0
2014-04-01,590.09,109.93,110.07,109.95,536.74,526.24,500.6,113.28333333333336,108.875,111.98333333333332,110.365,113.85333333333334,111.32333333333334,109.75,109.7,109.6,92.93
2014-05-01,633.0,110.025,109.88,109.85,590.09,536.74,526.24,109.93,113.28333333333336,108.875,110.07,110.365,113.85333333333334,109.95,109.75,109.7,95.6
2014-06-01,92.93,113.51666666666668,113.43666666666668,109.95,633.0,590.09,536.74,110.025,109.93,113.28333333333336,109.88,110.07,110.365,109.85,109.95,109.75,102.5
2014-07-01,95.6,112.71333333333332,111.87,110.2,92.93,633.0,590.09,113.51666666666668,110.025,109.93,113.43666666666668,109.88,110.07,109.95,109.85,109.95,100.75
2014-08-01,102.5,112.74666666666668,113.54,110.15,95.6,92.93,633.0,112.71333333333332,113.51666666666668,110.025,111.87,113.43666666666668,109.88,110.2,109.95,109.85,108.0
2014-09-01,100.75,110.31,113.10666666666668,109.85,102.5,95.6,92.93,112.74666666666668,112.71333333333332,113.51666666666668,113.54,111.87,113.43666666666668,110.15,110.2,109.95,118.93
2014-10-01,108.0,110.31,113.12666666666668,109.95,100.75,102.5,95.6,110.31,112.74666666666668,112.71333333333332,113.10666666666668,113.54,111.87,109.85,110.15,110.2,110.38
2014-11-01,118.93,113.99333333333334,109.55,109.65,108.0,100.75,102.5,110.31,110.31,112.74666666666668,113.12666666666668,113.10666666666668,113.54,109.95,109.85,110.15,117.16
2014-12-01,110.38,110.515,112.93666666666668,109.6,118.93,108.0,100.75,113.99333333333334,110.31,110.31,109.55,113.12666666666668,113.10666666666668,109.65,109.95,109.85,128.46
2015-01-01,117.16,112.39666666666666,110.4,109.3,110.38,118.93,108.0,110.515,113.99333333333334,110.31,112.93666666666668,109.55,113.12666666666668,109.6,109.65,109.95,124.43
2015-02-01,128.46,112.66333333333334,113.18333333333334,109.2,117.16,110.38,118.93,112.39666666666666,110.515,113.99333333333334,110.4,112.93666666666668,109.55,109.3,109.6,109.65,125.15
2015-03-01,124.43,110.755,110.05,109.4,128.46,117.16,110.38,112.66333333333334,112.39666666666666,110.515,113.18333333333334,110.4,112.93666666666668,109.2,109.3,109.6,130.28
2015-04-01,125.15,110.865,113.71999999999998,109.85,124.43,128.46,117.16,110.755,112.66333333333334,112.39666666666666,110.05,113.18333333333334,110.4,109.4,109.2,109.3,125.425
2015-05-01,130.28,111.055,114.08,110.2,125.15,124.43,128.46,110.865,110.755,112.66333333333334,113.71999999999998,110.05,113.18333333333334,109.85,109.4,109.2,121.3
2015-06-01,125.425,110.99,114.26666666666668,110.35,130.28,125.15,124.43,111.055,110.865,110.755,114.08,113.71999999999998,110.05,110.2,109.85,109.4,112.76
2015-07-01,121.3,113.90333333333332,112.69,110.05,125.425,130.28,125.15,110.99,111.055,110.865,114.26666666666668,114.08,113.71999999999998,110.35,110.2,109.85,109.95
2015-08-01,112.76,110.225,114.24,109.85,121.3,125.425,130.28,113.90333333333332,110.99,111.055,112.69,114.26666666666668,114.08,110.05,110.35,110.2,119.5
2015-09-01,109.95,114.36333333333332,113.97666666666667,109.6,112.76,121.3,125.425,110.225,113.90333333333332,110.99,114.24,112.69,114.26666666666668,109.85,110.05,110.35,118.3
2015-10-01,119.5,114.46333333333332,114.28666666666668,109.6,109.95,112.76,121.3,114.36333333333332,110.225,113.90333333333332,113.97666666666667,114.24,112.69,109.6,109.85,110.05,105.26
2015-11-01,118.3,114.45,114.26666666666668,109.1,119.5,109.95,112.76,114.46333333333332,114.36333333333332,110.225,114.28666666666668,113.97666666666667,114.24,109.6,109.6,109.85,97.34
2015-12-01,105.26,111.625,110.905,109.0,118.3,119.5,109.95,114.45,114.46333333333332,114.36333333333332,114.26666666666668,114.28666666666668,113.97666666666667,109.1,109.6,109.6,96.69
2016-01-01,97.34,99.815,98.71,99.8,105.26,118.3,119.5,111.625,114.45,114.46333333333332,110.905,114.26666666666668,114.28666666666668,109.0,109.1,109.6,108.99
2016-02-01,96.69,99.72,100.43,99.8,97.34,105.26,118.3,99.815,111.625,114.45,98.71,110.905,114.26666666666668,99.8,109.0,109.1,93.74
2016-03-01,108.99,100.77,101.24,99.8,96.69,97.34,105.26,99.72,99.815,111.625,100.43,98.71,110.905,99.8,99.8,109.0,99.86
2016-04-01,93.74,100.845,101.35,100.2,108.99,96.69,97.34,100.77,99.72,99.815,101.24,100.43,98.71,99.8,99.8,99.8,95.6
2016-05-01,99.86,101.005,101.78,100.1,93.74,108.99,96.69,100.845,100.77,99.72,101.35,101.24,100.43,100.2,99.8,99.8,104.21
2016-06-01,95.6,101.015,102.12,100.2,99.86,93.74,108.99,101.005,100.845,100.77,101.78,101.35,101.24,100.1,100.2,99.8,106.1
2016-07-01,104.21,100.45,100.98,100.5,95.6,99.86,93.74,101.015,101.005,100.845,102.12,101.78,101.35,100.2,100.1,100.2,113.05
2016-08-01,106.1,100.27,102.33,100.3,104.21,95.6,99.86,100.45,101.015,101.005,100.98,102.12,101.78,100.5,100.2,100.1,113.54
2016-09-01,113.05,101.31,101.93,100.1,106.1,104.21,95.6,100.27,100.45,101.015,102.33,100.98,102.12,100.3,100.5,100.2,110.52
2016-10-01,113.54,101.72,102.31,100.3,113.05,106.1,104.21,101.31,100.27,100.45,101.93,102.33,100.98,100.1,100.3,100.5,115.82
2016-11-01,110.52,101.79,102.19,100.7,113.54,113.05,106.1,101.72,101.31,100.27,102.31,101.93,102.33,100.3,100.1,100.3,121.35
2016-12-01,115.82,102.58,102.8,101.1,110.52,113.54,113.05,101.79,101.72,101.31,102.19,102.31,101.93,100.7,100.3,100.1,136.99
2017-01-01,121.35,101.9,101.75,101.9,115.82,110.52,113.54,102.58,101.79,101.72,102.8,102.19,102.31,101.1,100.7,100.3,143.66
2017-02-01,136.99,102.12,103.8,102.4,121.35,115.82,110.52,101.9,102.58,101.79,101.75,102.8,102.19,101.9,101.1,100.7,143.65
2017-03-01,143.66,102.98,103.75,102.3,136.99,121.35,115.82,102.12,101.9,102.58,103.8,101.75,102.8,102.4,101.9,101.1,152.76
2017-04-01,143.65,103.19,104.02,102.6,143.66,136.99,121.35,102.98,102.12,101.9,103.75,103.8,101.75,102.3,102.4,101.9,144.02
2017-05-01,152.76,103.125,103.67,102.7,143.65,143.66,136.99,103.19,102.98,102.12,104.02,103.75,103.8,102.6,102.3,102.4,148.73
2017-06-01,144.02,102.955,103.58,102.6,152.76,143.65,143.66,103.125,103.19,102.98,103.67,104.02,103.75,102.7,102.6,102.3,164.0
2017-07-01,148.73,102.335,102.71,103.0,144.02,152.76,143.65,102.955,103.125,103.19,103.58,103.67,104.02,102.6,102.7,102.6,154.12
2017-08-01,164.0,102.34,104.3,102.8,148.73,144.02,152.76,102.335,102.955,103.125,102.71,103.58,103.67,103.0,102.6,102.7,169.04
2017-09-01,154.12,103.855,103.8,102.7,164.0,148.73,144.02,102.34,102.335,102.955,104.3,102.71,103.58,102.8,103.0,102.6,171.85
2017-10-01,169.04,104.045,104.11,103.3,154.12,164.0,148.73,103.855,102.34,102.335,103.8,104.3,102.71,102.7,102.8,103.0,169.23
2017-11-01,171.85,104.23,104.26,103.3,169.04,154.12,164.0,104.045,103.855,102.34,104.11,103.8,104.3,103.3,102.7,102.8,167.43
2017-12-01,169.23,104.91,104.79,103.4,171.85,169.04,154.12,104.23,104.045,103.855,104.26,104.11,103.8,103.3,103.3,102.7,178.12
2018-01-01,167.43,103.725,103.41,103.9,169.23,171.85,169.04,104.91,104.23,104.045,104.79,104.26,104.11,103.4,103.3,103.3,167.78
2018-02-01,178.12,104.0,105.15,103.9,167.43,169.23,171.85,103.725,104.91,104.23,103.41,104.79,104.26,103.9,103.4,103.3,165.26
2018-03-01,167.78,104.93,105.12,103.9,178.12,167.43,169.23,104.0,103.725,104.91,105.15,103.41,104.79,103.9,103.9,103.4,186.87
2018-04-01,165.26,105.175,105.51,104.1,167.78,178.12,167.43,104.93,104.0,103.725,105.12,105.15,103.41,103.9,103.9,103.9,185.11
2018-05-01,186.87,105.3,105.9,104.6,165.26,167.78,178.12,105.175,104.93,104.0,105.51,105.12,105.15,104.1,103.9,103.9,190.29
2018-06-01,185.11,105.31,106.2,105.1,186.87,165.26,167.78,105.3,105.175,104.93,105.9,105.51,105.12,104.6,104.1,103.9,227.63
2018-07-01,190.29,104.645,105.4,105.3,185.11,186.87,165.26,105.31,105.3,105.175,106.2,105.9,105.51,105.1,104.6,104.1,225.74
2018-08-01,227.63,104.635,106.94,105.3,190.29,185.11,186.87,104.645,105.31,105.3,105.4,106.2,105.9,105.3,105.1,104.6,218.86
2018-09-01,225.74,105.96,106.62,104.8,227.63,190.29,185.11,104.635,104.645,105.31,106.94,105.4,106.2,105.3,105.3,105.1,178.58
2018-10-01,218.86,106.5,107.38,105.2,225.74,227.63,190.29,105.96,104.635,104.645,106.62,106.94,105.4,104.8,105.3,105.3,157.74
2018-11-01,178.58,106.545,107.17,104.9,218.86,225.74,227.63,106.5,105.96,104.635,107.38,106.62,106.94,105.2,104.8,105.3,166.44
2018-12-01,157.74,106.64,106.96,105.0,178.58,218.86,225.74,106.545,106.5,105.96,107.17,107.38,106.62,104.9,105.2,104.8,173.15
2019-01-01,166.44,105.49,105.12,105.8,157.74,178.58,218.86,106.64,106.545,106.5,106.96,107.17,107.38,105.0,104.9,105.2,189.95
2019-02-01,173.15,105.47,107.12,106.3,166.44,157.74,178.58,105.49,106.64,106.545,105.12,106.96,107.17,105.8,105.0,104.9,200.67
2019-03-01,189.95,106.68,107.37,106.4,173.15,166.44,157.74,105.47,105.49,106.64,107.12,105.12,106.96,106.3,105.8,105.0,175.07
2019-04-01,200.67,107.02,107.55,106.8,189.95,173.15,166.44,106.68,105.47,105.49,107.37,107.12,105.12,106.4,106.3,105.8,197.92
2019-05-01,175.07,107.085,107.6,107.4,200.67,189.95,173.15,107.02,106.68,105.47,107.55,107.37,107.12,106.8,106.4,106.3,213.04
2019-06-01,197.92,107.0,107.48,107.6,175.07,200.67,189.95,107.085,107.02,106.68,107.6,107.55,107.37,107.4,106.8,106.4,208.74
2019-07-01,213.04,106.12,106.55,108.1,197.92,175.07,200.67,107.0,107.085,107.02,107.48,107.6,107.55,107.6,107.4,106.8,223.97
2019-08-01,208.74,106.195,107.72,108.1,213.04,197.92,175.07,106.12,107.0,107.085,106.55,107.48,107.6,108.1,107.6,107.4,248.76
2019-09-01,223.97,107.32,107.07,107.6,208.74,213.04,197.92,106.195,106.12,107.0,107.72,106.55,107.48,108.1,108.1,107.6,267.25
2019-10-01,248.76,107.635,107.4,108.1,223.97,208.74,213.04,107.32,106.195,106.12,107.07,107.72,106.55,107.6,108.1,108.1,293.65
2019-11-01,267.25,107.835,107.38,108.2,248.76,223.97,208.74,107.635,107.32,106.195,107.4,107.07,107.72,108.1,107.6,108.1,309.51
2019-12-01,293.65,108.65,107.81,108.4,267.25,248.76,223.97,107.835,107.635,107.32,107.38,107.4,107.07,108.2,108.1,107.6,273.36
2020-01-01,309.51,107.8,106.48,109.8,293.65,267.25,248.76,108.65,107.835,107.635,107.81,107.38,107.4,108.4,108.2,108.1,254.29
2020-02-01,273.36,107.8,108.12,110.4,309.51,293.65,267.25,107.8,108.65,107.835,106.48,107.81,107.38,109.8,108.4,108.2,293.8
